Date,Stock_Price,Daily_Return,Cumulative_Return,Moving_Average_50,Moving_Average_200,PE_Ratio,Debt_to_Equity
2022-01-01,100.0,,,,,8.613914259303959,0.5803764836803386
2022-01-02,99.03356949993474,-0.9664305000652629,-0.009664305000652629,,,17.53502441664947,1.5293012288465841
2022-01-03,95.14792079550962,-3.923567255068683,-0.04852079204490389,,,10.879587570950845,1.0527310871011013
2022-01-04,101.21304580934786,6.37441676405448,0.012130458093478458,,,19.932477841136155,1.7634010931182913
2022-01-05,96.34871353743073,-4.806032891332945,-0.03651286462569292,,,18.43500838054044,1.914844430914318
2022-01-06,97.15578588915197,0.8376576314199635,-0.028442141108480423,,,17.407802440890663,1.5330012379978835
2022-01-07,97.93913218340427,0.8062785834968667,-0.02060867816595735,,,10.319748363946896,0.5474779575893225
2022-01-08,95.58819578434164,-2.4004055852365425,-0.04411804215658366,,,11.998126389207386,0.7225951934997679
2022-01-09,100.27065556986118,4.898575338825029,0.00270655569861189,,,18.88324170306024,0.9267051255301919
2022-01-10,101.15610295241433,0.8830573386809482,0.011561029524143507,,,5.592791312521175,1.5516291630059362
2022-01-11,99.29831439924293,-1.836556074175122,-0.0070168560075705155,,,6.059159915820139,1.0381987450704697
2022-01-12,100.16226842845523,0.8700591086961085,0.001622684284552589,,,11.13786406520485,0.5471355690608332
2022-01-13,97.38377653639161,-2.773990581142116,-0.026162234636083692,,,12.268138437563398,0.6461275208369676
2022-01-14,96.56830833292067,-0.8373758263176545,-0.034316916670793174,,,13.931022339874202,1.5397849521592275
2022-01-15,96.91271572478075,0.3566463965307687,-0.030872842752192375,,,5.09103116051914,0.2214584143112272
2022-01-16,95.78531474017595,-1.163315851973934,-0.04214685259824047,,,8.715397082826875,1.1260009514536506
2022-01-17,97.19303335727089,1.4696601675460164,-0.02806966642729103,,,19.193025697066922,0.518228279143976
2022-01-18,94.10107261920729,-3.1812575770712836,-0.05898927380792707,,,7.495621310258851,1.5466456443693228
2022-01-19,100.58501215887358,6.890399183763218,0.005850121588735879,,,14.563650038251714,1.6423588558230142
2022-01-20,103.70953067594064,3.1063460151815603,0.03709530675940642,,,16.479955587703053,1.6640925450919037
